Temperature,RH,Ws,Wind_Direction,Rain,Rain_3D_Sum,Rain_7D_Sum,Temp_3D_Max,RH_3D_Mean,Dryness_Index,VPD,Surface_Temp,Soil_Temp,Soil_Moisture,Dew_Point,Pressure,Evapotranspiration,is_day,month_sin,month_cos,hour_sin,hour_cos,NDVI,Fuel_Type_Conifer,Resin_Ignition_Potential,Nearest_Fire_Dist_KM,Wind_Fire_Vector_Alignment,is_fire
39.25,83.26,10.8,82.8,0.0,0.0,0.0,39.73,83.26,0.471,1.1861,39.99,39.25,0.01,25.34,1017.8,2.99,0,0.5,0.866,-0.2588,0.9659,0.03,0.0,0.0,100.0,180.0,0
43.78,18.31,37.09,89.8,0.0,0.04,0.39,46.73,20.1,2.391,7.3503,52.18,51.37,0.056,19.14,1001.1,11.54,1,-0.5,-0.866,-0.7071,-0.7071,0.743,0.916,1.5427,5.8,10.1,1
40.74,21.55,22.42,107.5,0.0,0.03,0.01,42.72,24.11,1.89,6.0185,48.26,48.27,0.046,16.44,996.8,9.1,1,-0.5,-0.866,-0.5,-0.866,0.584,0.417,0.4399,8.24,2.6,1
42.5,19.86,28.96,253.3,0.0,0.26,0.29,43.73,24.14,2.14,6.7449,50.5,51.4,0.079,16.99,1007.9,11.23,1,-0.5,-0.866,-0.5,-0.866,0.463,0.38,0.3585,8.09,8.5,1
31.16,33.74,20.52,318.6,0.15,0.06,1.72,30.75,38.05,0.924,3.0048,33.67,33.48,0.148,14.25,1014.7,5.25,1,-1.0,-0.0,0.2588,-0.9659,0.323,0.46,0.1334,16.71,41.6,0
42.69,23.95,22.41,250.4,0.0,0.12,0.06,43.72,26.86,1.782,6.4643,57.21,51.53,0.014,14.97,998.7,9.89,1,-0.5,-0.866,-0.7071,-0.7071,0.378,0.896,0.579,9.9,2.1,1
34.13,9.77,15.17,327.3,0.0,0.05,0.43,34.79,12.62,3.493,4.8337,41.53,38.61,0.06,9.47,1002.4,6.63,1,-0.866,-0.5,-0.9659,-0.2588,0.62,0.76,1.4933,2.25,18.5,1
16.25,87.84,9.66,198.1,0.63,0.62,8.86,16.94,94.86,0.185,0.2246,17.41,17.58,0.403,15.14,1020.3,3.0,0,-0.0,1.0,-0.9659,-0.2588,0.277,0.177,0.009,139.19,128.0,0
36.5,53.69,5.39,311.3,0.0,0.0,0.0,39.38,53.69,0.68,2.8283,36.79,36.5,0.0,10.59,1017.3,11.52,0,-0.5,0.866,0.0,1.0,0.007,0.0,0.0,100.0,180.0,0
30.02,38.06,18.76,172.3,0.22,2.83,1.14,30.07,44.31,0.789,2.6317,33.82,32.84,0.158,14.12,1010.9,5.07,1,-1.0,-0.0,-0.2588,-0.9659,0.273,0.497,0.1042,10.33,33.4,1
32.47,44.33,15.34,158.4,0.1,1.4,2.39,31.88,45.74,0.733,2.7184,35.02,35.69,0.173,20.59,1008.5,5.78,1,-0.5,-0.866,0.2588,-0.9659,0.261,0.248,0.0462,30.85,33.8,0
7.08,58.09,10.86,79.1,2.11,5.47,25.4,7.0,57.38,0.122,0.4222,6.39,7.68,0.395,5.89,1022.6,1.65,1,-0.5,0.866,0.0,1.0,0.348,0.214,0.0089,59.74,81.7,0
20.33,94.95,6.47,312.1,0.96,0.13,2.15,18.0,98.66,0.214,0.1206,21.66,19.5,0.293,15.0,1014.1,0.2,0,1.0,0.0,-0.5,-0.866,0.456,0.103,0.01,146.53,114.7,0
41.08,48.71,11.4,18.0,0.0,0.0,0.0,43.99,48.71,0.844,4.0071,52.83,41.08,0.0,17.59,1009.7,5.51,1,-0.0,1.0,-0.866,0.5,0.032,0.0,0.0,100.0,180.0,0
33.49,10.21,15.36,229.3,0.0,0.21,0.22,35.34,13.39,3.28,4.6421,47.16,37.54,0.051,4.02,999.0,11.74,1,-0.5,-0.866,-0.5,-0.866,0.561,0.425,0.7126,3.29,9.0,1
39.02,10.65,35.03,313.4,0.0,0.03,0.34,40.28,13.07,3.662,6.2525,49.2,42.25,0.056,14.67,1002.5,7.5,1,-0.5,-0.866,-0.7071,-0.7071,0.52,0.51,0.8877,8.84,17.1,1
48.76,86.03,16.8,12.6,0.0,0.0,0.0,51.62,86.03,0.567,1.6195,51.26,48.76,0.01,27.24,1006.7,13.78,1,1.0,0.0,-0.7071,0.7071,0.027,0.0,0.0,100.0,180.0,0
32.32,37.7,13.68,13.2,0.45,3.8,0.27,31.68,42.21,0.857,3.0161,36.07,34.54,0.153,15.48,1013.1,5.86,1,-0.5,-0.866,-0.2588,-0.9659,0.452,0.179,0.0675,11.71,46.3,0
37.66,9.41,25.6,234.4,0.0,0.02,0.32,39.38,13.01,4.003,5.8912,48.82,45.99,0.015,12.34,1006.0,11.78,1,-0.866,-0.5,0.0,-1.0,0.508,0.519,0.9539,2.62,6.1,1
18.82,94.89,5.62,266.0,1.04,21.33,8.06,19.14,101.96,0.198,0.111,18.44,18.86,0.216,17.6,1023.4,2.6,0,-0.5,0.866,-0.866,0.5,0.569,0.17,0.019,56.78,80.1,0
44.42,74.76,4.91,151.2,0.0,0.0,0.0,44.87,74.76,0.594,2.3475,56.35,44.42,0.01,14.37,1016.4,2.09,1,1.0,0.0,-0.866,0.5,0.029,0.0,0.0,100.0,180.0,0
28.71,32.17,17.78,35.2,0.2,7.54,3.59,29.82,33.85,0.892,2.6719,33.23,29.51,0.13,15.51,1013.1,5.85,1,-1.0,-0.0,0.0,-1.0,0.385,0.442,0.1473,14.05,37.4,0
49.9,56.7,16.81,38.0,0.0,0.0,0.0,51.26,56.7,0.88,5.3163,57.03,49.9,0.01,17.71,1012.1,5.09,1,-0.866,0.5,0.2588,0.9659,0.002,0.0,0.0,100.0,180.0,0
38.62,14.83,24.17,155.0,0.0,0.0,0.23,38.74,17.58,2.604,5.8351,49.12,41.68,0.038,16.15,1005.0,11.89,1,-0.866,-0.5,0.0,-1.0,0.786,0.314,0.6016,5.21,14.4,1
42.03,80.07,16.9,16.1,0.0,0.0,0.0,42.04,80.07,0.525,1.6361,45.29,42.03,0.01,23.85,1019.8,9.57,0,0.5,0.866,-0.5,0.866,0.035,0.0,0.0,100.0,180.0,0
30.58,43.87,14.07,23.6,0.01,1.93,10.22,29.99,43.44,0.697,2.4612,33.31,32.87,0.152,14.23,1014.8,4.97,1,-0.5,-0.866,0.7071,-0.7071,0.226,0.231,0.0356,11.18,24.0,1
8.73,83.03,9.25,162.6,0.56,15.04,4.5,5.78,86.87,0.105,0.1912,9.82,9.28,0.308,2.66,1024.0,2.85,0,-0.5,0.866,-1.0,-0.0,0.313,0.146,0.0047,55.88,111.6,0
44.41,16.6,16.26,84.6,0.0,0.0,0.0,44.61,16.6,2.675,7.7504,53.34,44.41,0.0,22.88,1010.3,2.04,1,0.5,0.866,0.0,1.0,0.003,0.0,0.0,100.0,180.0,0
19.84,45.21,4.77,326.2,3.15,2.4,39.26,19.61,51.32,0.439,1.2686,21.57,19.98,0.392,13.63,1019.4,2.26,0,0.866,-0.5,0.866,-0.5,0.304,0.096,0.0126,119.35,157.0,0
37.64,78.86,18.07,42.3,0.0,0.0,0.0,39.85,78.86,0.477,1.3737,38.31,37.64,0.01,7.39,1013.5,2.15,1,0.866,-0.5,-0.866,-0.5,0.033,0.0,0.0,100.0,180.0,0
38.59,19.1,26.89,38.0,0.0,0.01,0.1,41.34,19.22,2.021,5.532,51.27,45.09,0.071,16.52,1001.3,11.7,1,-0.5,-0.866,-0.7071,-0.7071,0.548,0.747,0.7853,5.86,12.8,1
31.67,69.8,16.95,314.9,0.0,0.0,0.0,34.65,69.8,0.454,1.4088,44.87,31.67,0.0,7.43,1006.3,5.42,0,0.866,-0.5,-0.5,-0.866,0.009,0.0,0.0,100.0,180.0,0
37.67,19.77,17.03,100.8,0.0,0.14,0.39,38.75,24.0,1.906,5.221,50.69,43.07,0.033,12.33,997.8,6.76,1,-0.866,-0.5,-0.866,-0.5,0.477,0.307,0.2655,9.52,19.3,1
9.23,45.34,6.0,332.9,0.74,10.09,18.83,7.5,44.9,0.204,0.6373,8.56,8.94,0.242,7.4,1023.9,0.36,1,1.0,0.0,-1.0,-0.0,0.545,0.119,0.0129,58.54,147.4,0
39.43,20.65,33.95,138.2,0.0,0.01,0.14,40.29,23.26,1.91,5.6769,51.92,44.38,0.036,16.58,1007.7,8.81,1,-0.866,-0.5,-0.866,-0.5,0.672,0.572,0.7004,3.6,13.7,1
28.53,45.53,15.67,127.6,0.8,1.3,2.37,28.46,49.43,0.627,2.123,30.73,30.85,0.123,16.82,1016.7,5.27,1,-0.866,-0.5,-0.9659,0.2588,0.406,0.449,0.1119,33.54,45.2,0
24.38,50.55,8.54,267.0,0.56,5.04,8.69,21.96,55.42,0.482,1.5097,26.36,25.15,0.294,22.45,1021.4,1.25,0,0.866,0.5,-0.5,-0.866,0.528,0.105,0.0261,121.0,101.0,0
38.93,24.51,43.73,87.1,0.0,0.03,0.01,41.41,27.96,1.589,5.2589,47.48,47.06,0.028,11.01,1005.4,11.39,1,-0.5,-0.866,-0.5,-0.866,0.685,0.838,0.8764,7.94,3.9,1
16.25,74.65,10.36,20.9,2.17,7.77,39.19,14.71,74.52,0.218,0.4682,16.41,17.82,0.36,11.36,1013.0,1.91,0,0.5,-0.866,0.7071,0.7071,0.356,0.018,0.0014,50.46,89.0,0
23.73,91.11,5.06,114.6,1.96,5.96,2.24,21.57,90.2,0.26,0.2609,24.74,22.65,0.23,18.83,1014.1,2.21,0,-0.5,0.866,0.9659,0.2588,0.339,0.251,0.0219,123.7,115.0,0
7.61,70.94,5.32,47.1,0.8,13.27,3.5,5.35,69.86,0.107,0.3036,8.56,8.57,0.361,3.89,1017.6,1.58,1,0.866,0.5,0.9659,-0.2588,0.213,0.072,0.0016,80.57,90.9,0
10.44,74.32,4.04,8.4,6.45,6.62,1.64,11.09,80.34,0.14,0.3247,9.36,8.63,0.27,5.22,1016.3,0.83,1,0.866,-0.5,0.5,-0.866,0.478,0.274,0.0181,108.78,143.9,0
39.51,10.6,17.17,337.5,0.0,0.02,0.06,40.83,12.81,3.728,6.4242,50.87,46.05,0.066,11.94,996.2,11.84,1,-0.5,-0.866,-0.866,-0.5,0.354,0.567,0.6839,8.06,17.6,1
25.56,42.69,2.72,148.3,0.0,0.0,0.0,25.76,42.69,0.599,1.8766,27.24,25.56,0.0,-1.87,1011.9,12.45,0,0.0,-1.0,-0.2588,-0.9659,0.025,0.0,0.0,100.0,180.0,0
21.35,49.95,14.01,48.5,2.25,17.07,2.17,20.36,52.48,0.427,1.2718,23.21,19.61,0.435,16.78,1020.1,1.61,0,0.866,-0.5,0.866,-0.5,0.389,0.256,0.0418,140.86,175.6,0
25.17,48.55,16.62,178.8,0.0,0.0,0.0,27.61,48.55,0.518,1.6464,30.86,25.17,0.0,-9.37,1006.6,2.18,0,0.866,-0.5,1.0,0.0,0.013,0.0,0.0,100.0,180.0,0
12.59,73.69,5.17,254.1,1.69,2.39,4.0,9.92,79.86,0.171,0.3836,12.0,12.02,0.447,8.84,1021.3,0.93,0,0.866,-0.5,0.2588,-0.9659,0.232,0.074,0.0029,50.61,173.7,0
42.54,11.82,28.64,71.3,0.0,0.1,0.15,43.68,15.21,3.599,7.4365,50.57,50.83,0.05,13.22,999.3,8.12,1,-0.866,-0.5,-0.9659,-0.2588,0.541,0.351,0.6312,3.46,2.1,1
11.25,48.1,10.81,56.8,0.62,14.75,6.31,9.58,48.12,0.234,0.6927,12.17,13.23,0.369,9.33,1023.2,2.41,1,0.5,-0.866,0.5,0.866,0.244,0.12,0.0067,78.18,155.7,0
38.91,18.75,28.84,330.0,0.0,0.12,0.09,40.96,21.53,2.075,5.6531,46.52,48.63,0.062,11.11,1008.2,9.98,1,-0.866,-0.5,-0.9659,-0.2588,0.8,0.809,1.2744,3.38,24.1,1
21.76,86.06,10.04,268.8,2.19,2.18,6.52,20.68,87.05,0.253,0.3633,21.92,21.98,0.281,18.38,1020.7,0.3,1,1.0,0.0,-0.9659,-0.2588,0.425,0.005,0.0005,96.65,97.3,0
14.86,47.33,11.93,309.2,2.92,2.55,17.36,15.64,48.2,0.314,0.89,14.23,15.61,0.214,8.61,1016.2,1.64,1,1.0,0.0,-0.7071,-0.7071,0.408,0.096,0.0121,138.22,125.2,0
41.01,24.55,36.49,55.6,0.0,0.02,0.05,41.09,25.37,1.671,5.8716,46.94,47.53,0.018,19.7,1009.1,9.54,1,-0.866,-0.5,-0.2588,-0.9659,0.42,0.571,0.3856,2.21,15.5,1
30.17,33.1,20.94,66.7,0.05,1.72,0.11,29.28,37.07,0.911,2.8659,34.13,30.2,0.119,15.31,1013.7,3.47,0,-0.866,-0.5,-0.866,-0.5,0.224,0.379,0.075,33.38,63.0,0
33.85,8.53,21.5,81.8,0.0,0.08,0.34,34.67,12.33,3.969,4.826,43.31,37.05,0.025,8.39,995.1,9.83,1,-0.5,-0.866,-0.9659,-0.2588,0.566,0.341,0.686,8.54,1.2,1
30.1,47.58,21.57,66.0,0.19,2.22,1.35,30.53,46.6,0.633,2.2372,33.01,32.67,0.129,14.29,1010.4,3.83,1,-0.5,-0.866,-0.9659,0.2588,0.433,0.288,0.0773,17.62,47.9,1
11.38,59.6,7.91,331.9,8.22,20.46,3.15,11.67,60.01,0.191,0.5437,11.34,10.76,0.332,10.37,1013.4,0.25,1,0.866,-0.5,-0.866,0.5,0.122,0.203,0.0046,65.89,94.6,0
37.39,49.36,8.35,166.4,0.0,0.0,0.0,38.66,49.36,0.757,3.2456,37.49,37.39,0.01,25.58,1006.5,4.0,1,0.866,-0.5,-0.5,0.866,0.024,0.0,0.0,100.0,180.0,0
35.59,23.24,28.9,228.4,0.0,0.04,0.02,38.09,23.9,1.532,4.4587,43.21,41.43,0.016,15.55,1007.8,7.15,1,-0.5,-0.866,-0.9659,-0.2588,0.701,0.757,0.7793,8.96,4.5,1
7.23,78.21,6.93,231.3,1.61,9.62,16.1,5.34,87.61,0.092,0.2218,8.74,6.22,0.352,2.0,1015.0,2.95,1,0.5,0.866,-0.866,0.5,0.47,0.188,0.008,117.97,135.6,0
34.29,16.18,36.19,282.2,0.0,0.05,0.11,35.09,19.16,2.12,4.5322,48.4,41.72,0.071,11.35,1004.6,11.31,1,-0.866,-0.5,-0.9659,-0.2588,0.352,0.354,0.2487,1.19,9.9,1
32.44,38.75,10.22,177.9,0.4,6.97,0.97,32.62,41.98,0.837,2.9854,35.94,35.37,0.179,21.45,1015.5,5.27,1,-0.866,-0.5,-0.866,-0.5,0.251,0.437,0.0895,11.21,63.3,0
33.63,48.68,20.75,276.4,1.51,0.3,15.95,35.51,50.32,0.691,2.6737,36.72,35.45,0.123,17.78,1016.8,4.91,1,-0.5,-0.866,-0.866,-0.5,0.378,0.423,0.1083,19.0,24.0,1
43.38,12.42,33.46,18.4,0.0,0.05,0.12,43.38,13.25,3.494,7.7166,53.48,52.62,0.069,13.93,1003.1,8.79,1,-0.866,-0.5,-0.9659,-0.2588,0.397,0.519,0.6653,5.47,24.0,1
27.78,27.52,27.84,345.1,0.0,0.0,0.0,30.76,27.52,1.01,2.7056,41.0,27.78,0.0,12.88,1007.7,2.62,1,-0.866,-0.5,0.866,0.5,0.004,0.0,0.0,100.0,180.0,0
38.11,36.3,25.28,161.4,0.0,0.0,0.0,40.79,36.3,1.05,4.2446,43.49,38.11,0.01,18.54,1016.4,4.15,0,-0.866,-0.5,0.866,-0.5,0.031,0.0,0.0,100.0,180.0,0
49.49,49.67,29.96,345.8,0.0,0.0,0.0,52.03,49.67,0.996,6.0537,62.21,49.49,0.01,39.4,1008.5,2.75,1,-0.5,0.866,-0.866,-0.5,0.012,0.0,0.0,100.0,180.0,0
40.92,23.44,24.76,29.0,0.0,0.1,0.15,41.23,26.23,1.745,5.929,47.45,44.31,0.066,12.17,999.9,10.69,1,-0.5,-0.866,0.0,-1.0,0.394,0.86,0.5679,6.21,1.5,1
32.89,30.68,11.71,279.6,0.0,0.0,0.0,35.24,30.68,1.072,3.4643,34.18,32.89,0.0,10.98,1013.4,14.53,1,-0.5,0.866,0.866,-0.5,0.036,0.0,0.0,100.0,180.0,0
28.41,44.74,10.41,218.2,0.48,5.49,1.53,29.11,52.62,0.635,2.1387,30.54,30.75,0.118,11.98,1013.7,5.31,1,-0.866,-0.5,-0.5,-0.866,0.311,0.235,0.0454,29.37,64.9,0
8.96,47.98,6.57,0.2,5.36,0.41,4.71,8.85,48.47,0.187,0.5954,7.0,7.22,0.356,4.99,1016.2,1.47,0,0.866,0.5,-0.9659,0.2588,0.421,0.085,0.0065,118.1,89.4,0
13.75,58.57,10.69,107.6,0.9,6.28,21.65,13.45,58.82,0.235,0.6518,13.53,13.37,0.4,9.6,1024.3,0.55,1,0.5,-0.866,-0.9659,0.2588,0.46,0.176,0.0186,139.88,172.8,0
38.02,11.82,16.84,314.7,0.0,0.0,0.01,39.52,14.11,3.218,5.8478,49.17,47.51,0.065,8.84,1000.5,7.62,1,-0.866,-0.5,-0.9659,-0.2588,0.631,0.71,1.33,6.72,2.0,1
24.09,53.65,11.25,241.8,3.04,2.25,21.01,21.12,54.42,0.449,1.3905,23.61,25.15,0.37,16.54,1016.4,1.63,0,-0.866,0.5,0.2588,-0.9659,0.248,0.173,0.019,108.33,152.8,0
29.57,42.52,21.46,244.8,0.82,4.78,2.01,29.9,41.45,0.695,2.3791,31.43,29.96,0.139,16.9,1013.3,3.44,0,0.0,-1.0,0.0,-1.0,0.317,0.453,0.0978,28.3,20.0,0
22.29,47.05,4.47,67.4,8.26,8.08,29.56,19.6,45.29,0.474,1.4251,22.95,20.94,0.435,15.3,1012.9,0.21,0,-0.5,0.866,0.0,-1.0,0.343,0.08,0.0128,115.97,154.8,0
31.4,47.45,17.86,326.1,0.63,0.59,5.06,31.15,49.53,0.662,2.4155,32.99,33.47,0.103,17.4,1013.0,3.83,1,-0.5,-0.866,-0.9659,-0.2588,0.445,0.361,0.104,13.31,33.5,1
11.87,86.67,11.34,215.5,3.83,14.16,0.89,12.45,85.67,0.137,0.1853,12.18,10.06,0.194,10.33,1014.0,0.09,0,-0.866,0.5,-0.5,-0.866,0.198,0.267,0.0071,142.07,176.1,0
31.61,41.9,19.28,193.9,0.09,3.86,10.62,32.5,46.08,0.755,2.7026,35.16,35.16,0.173,16.36,1013.9,4.76,1,-0.5,-0.866,0.0,-1.0,0.297,0.474,0.1037,11.68,20.6,1
33.82,41.09,27.87,87.2,0.0,0.0,0.0,36.7,41.09,0.823,3.1015,38.71,33.82,0.0,16.03,1015.7,3.1,0,-0.0,1.0,0.9659,0.2588,0.027,0.0,0.0,100.0,180.0,0
28.55,40.93,16.76,41.1,0.4,1.03,1.29,30.01,41.48,0.698,2.3058,30.61,29.62,0.159,17.25,1009.6,3.36,1,0.0,-1.0,0.2588,-0.9659,0.34,0.303,0.0702,16.84,42.0,0
48.35,75.12,19.31,152.5,0.0,0.0,0.0,51.13,75.12,0.644,2.8265,59.0,48.35,0.0,18.77,1010.0,1.62,0,-0.866,0.5,0.7071,0.7071,0.014,0.0,0.0,100.0,180.0,0
37.4,16.24,43.31,278.9,0.0,0.06,0.08,40.02,20.29,2.303,5.3703,46.33,43.27,0.017,11.99,999.5,10.37,1,-0.866,-0.5,-0.2588,-0.9659,0.588,0.632,0.805,9.98,14.8,1
29.46,42.67,18.22,323.6,0.02,1.07,1.03,29.41,47.59,0.69,2.3579,33.25,33.13,0.126,19.1,1014.6,4.1,0,-1.0,-0.0,0.0,-1.0,0.271,0.495,0.0907,23.33,44.6,0
7.77,63.93,2.39,75.0,3.33,8.07,17.08,6.94,67.27,0.122,0.381,7.83,8.31,0.185,3.02,1013.3,0.37,0,0.5,0.866,0.866,-0.5,0.577,0.066,0.0046,84.25,85.1,0
32.52,49.32,17.75,340.6,0.07,6.06,3.32,31.63,47.69,0.659,2.4812,36.52,33.07,0.121,15.32,1008.3,4.23,0,-0.866,-0.5,-0.7071,-0.7071,0.224,0.466,0.0675,28.59,61.8,1
42.98,86.78,21.89,165.0,0.0,0.0,0.0,45.7,86.78,0.495,1.1407,44.57,42.98,0.0,18.35,1019.0,1.51,1,-1.0,-0.0,0.9659,0.2588,0.036,0.0,0.0,100.0,180.0,0
14.72,60.28,13.06,227.8,3.14,24.14,34.58,14.57,60.1,0.244,0.6653,13.36,16.1,0.349,6.94,1023.5,2.66,0,-0.5,0.866,-0.9659,0.2588,0.43,0.274,0.0283,124.4,143.2,0
41.96,34.83,3.48,2.8,0.0,0.0,0.0,42.85,34.83,1.205,5.3307,46.55,41.96,0.0,30.77,1013.6,10.46,0,-0.5,-0.866,1.0,0.0,0.003,0.0,0.0,100.0,180.0,0
44.84,47.36,19.18,170.8,0.0,0.0,0.0,47.12,47.36,0.947,5.0017,51.76,44.84,0.01,22.57,1007.7,6.8,0,0.866,0.5,0.5,0.866,0.035,0.0,0.0,100.0,180.0,0
49.26,47.7,4.27,246.4,0.0,0.0,0.0,51.99,47.7,1.033,6.2185,55.92,49.26,0.0,30.32,1006.2,4.25,1,0.866,0.5,-0.7071,-0.7071,0.002,0.0,0.0,100.0,180.0,0
33.94,12.56,36.54,72.7,0.0,0.07,0.21,34.76,14.92,2.703,4.636,47.59,43.72,0.047,4.16,1009.9,7.83,1,-0.866,-0.5,0.0,-1.0,0.365,0.322,0.2946,4.27,6.8,1
43.28,19.31,33.05,62.6,0.0,0.11,0.11,45.78,19.41,2.242,7.0731,50.3,51.87,0.046,18.54,1001.1,10.94,1,-0.866,-0.5,-0.9659,-0.2588,0.479,0.594,0.6072,4.52,14.8,1
39.24,22.46,37.81,213.7,0.0,0.05,0.07,41.43,24.42,1.747,5.4923,48.74,47.01,0.02,14.81,999.5,8.81,1,-0.5,-0.866,-0.2588,-0.9659,0.785,0.634,0.8333,1.6,8.0,1
39.2,21.9,32.41,308.6,0.0,0.01,0.09,40.74,25.57,1.79,5.518,47.86,48.47,0.036,16.89,1001.2,7.19,1,-0.5,-0.866,-0.9659,-0.2588,0.354,0.693,0.4198,5.23,7.1,1
39.51,12.05,35.86,236.4,0.0,0.05,0.33,41.42,13.82,3.279,6.3198,45.13,48.89,0.04,15.93,1009.4,10.38,1,-0.866,-0.5,0.0,-1.0,0.44,0.783,1.0432,2.5,15.5,1
20.16,56.21,10.36,328.6,0.12,5.21,10.5,19.61,58.44,0.359,1.0341,21.96,20.97,0.232,15.79,1022.0,0.01,0,-0.0,1.0,-0.7071,0.7071,0.278,0.244,0.0239,70.27,179.3,0
28.59,36.13,11.91,161.8,0.64,1.07,3.67,30.52,34.16,0.791,2.4985,31.34,31.81,0.15,11.08,1008.8,3.54,1,-0.866,-0.5,0.0,-1.0,0.406,0.355,0.1111,11.3,26.4,0
8.95,56.89,10.01,80.5,1.33,0.11,8.63,7.26,57.02,0.157,0.4933,7.13,7.66,0.21,6.17,1023.3,2.41,0,0.866,0.5,0.9659,-0.2588,0.308,0.08,0.0038,63.19,140.8,0
34.17,38.82,29.39,41.0,0.0,0.0,0.0,35.51,38.82,0.88,3.2857,43.1,34.17,0.01,16.41,1015.9,9.95,1,0.5,0.866,0.0,-1.0,0.024,0.0,0.0,100.0,180.0,0
22.53,58.79,11.5,201.2,0.85,0.52,41.09,21.7,58.06,0.383,1.1253,23.09,20.91,0.388,20.03,1016.5,2.94,0,0.866,0.5,-1.0,-0.0,0.38,0.187,0.0268,138.91,133.9,0
32.77,71.1,5.67,136.5,0.0,0.0,0.0,34.35,71.1,0.461,1.4348,35.03,32.77,0.01,-1.02,1013.4,5.5,1,0.5,0.866,0.2588,0.9659,0.039,0.0,0.0,100.0,180.0,0
31.4,43.8,11.33,240.1,0.95,1.25,0.24,30.66,45.98,0.717,2.5823,34.91,32.87,0.092,20.43,1013.9,3.41,1,-0.866,-0.5,0.5,-0.866,0.463,0.382,0.1242,23.36,24.8,0
20.57,87.39,1.57,98.8,3.42,9.9,39.05,19.81,96.88,0.235,0.3054,19.91,20.05,0.221,14.03,1023.8,2.89,0,-0.5,0.866,-0.9659,0.2588,0.393,0.064,0.0059,68.29,138.1,0
8.23,63.46,2.49,121.9,1.32,4.5,12.49,8.86,68.01,0.13,0.3983,9.61,8.78,0.231,4.91,1023.8,2.32,0,0.866,-0.5,0.7071,-0.7071,0.598,0.299,0.0228,128.98,138.1,0
8.1,70.32,9.15,0.3,2.67,4.63,25.03,7.85,74.0,0.115,0.3207,9.14,8.26,0.232,2.43,1014.0,1.8,0,0.866,0.5,-0.866,0.5,0.145,0.067,0.0011,76.35,166.3,0
28.53,41.62,16.36,27.5,0.44,0.21,1.05,27.7,49.35,0.685,2.2752,32.8,32.22,0.114,13.62,1011.1,3.34,1,0.0,-1.0,-0.9659,-0.2588,0.228,0.165,0.0252,30.25,54.3,0
35.55,9.39,38.84,7.5,0.0,0.0,0.09,37.94,10.56,3.786,5.2509,45.67,38.91,0.045,15.18,1002.6,8.59,1,-0.5,-0.866,-0.9659,-0.2588,0.642,0.661,1.4521,8.22,23.1,1
21.89,88.06,1.8,20.6,11.93,1.51,10.11,20.76,91.32,0.249,0.3136,22.5,22.08,0.343,14.5,1021.3,1.15,0,0.5,-0.866,-0.2588,-0.9659,0.38,0.208,0.0194,149.88,96.9,0
33.54,18.08,16.74,357.4,0.0,0.03,0.38,35.35,20.64,1.855,4.2476,43.63,40.16,0.046,8.37,996.1,8.37,1,-0.5,-0.866,-0.9659,-0.2588,0.467,0.695,0.5701,2.25,17.1,1
34.1,16.32,31.2,327.9,0.0,0.13,0.01,34.27,18.2,2.089,4.4747,40.9,40.01,0.076,12.01,998.2,6.95,1,-0.5,-0.866,0.0,-1.0,0.766,0.718,1.0833,9.97,17.1,1
9.89,93.12,4.36,63.0,2.35,21.89,13.31,8.27,96.58,0.106,0.0838,9.83,9.54,0.209,3.54,1017.5,0.55,1,-0.5,0.866,-1.0,-0.0,0.185,0.28,0.0054,119.74,176.9,0
44.55,14.96,15.55,321.8,0.0,0.05,0.0,47.49,18.09,2.978,7.9627,56.56,54.17,0.029,22.4,996.7,9.98,1,-0.866,-0.5,-0.7071,-0.7071,0.662,0.481,0.8894,7.29,21.0,1
20.16,76.53,11.64,245.8,3.06,4.29,8.8,18.27,80.22,0.263,0.5541,19.46,18.5,0.356,15.92,1023.0,0.93,0,0.5,-0.866,0.0,-1.0,0.552,0.278,0.0399,101.52,164.4,0
29.93,35.13,11.95,145.6,0.11,4.02,2.47,29.78,41.58,0.852,2.7406,31.34,33.36,0.105,19.19,1016.9,3.57,0,-1.0,-0.0,-1.0,-0.0,0.385,0.27,0.0859,33.43,67.5,0
16.27,93.98,13.82,98.6,0.25,3.12,15.18,16.5,100.67,0.173,0.1113,18.09,16.82,0.33,15.26,1018.8,1.19,1,-0.866,0.5,0.9659,0.2588,0.557,0.18,0.0172,149.26,155.8,0
18.52,60.46,2.42,128.6,2.04,6.79,12.92,19.3,64.59,0.306,0.8433,16.76,20.04,0.321,15.09,1022.3,2.56,1,1.0,0.0,0.7071,-0.7071,0.393,0.127,0.0151,99.38,138.4,0
20.96,58.22,10.68,63.3,0.91,7.38,3.1,20.57,58.34,0.36,1.0366,19.85,20.37,0.188,15.7,1018.6,0.52,1,0.5,0.866,-0.866,-0.5,0.518,0.174,0.0319,57.88,172.9,0
40.55,9.81,32.83,11.9,0.0,0.4,0.01,41.22,13.72,4.132,6.8482,46.88,47.72,0.012,11.2,995.0,6.41,1,-0.5,-0.866,0.0,-1.0,0.642,0.571,1.3736,1.18,7.7,1
32.29,48.32,17.24,125.3,1.31,1.35,1.8,31.44,51.56,0.668,2.4978,37.1,34.46,0.129,20.38,1015.1,4.92,0,-1.0,-0.0,-0.9659,-0.2588,0.436,0.118,0.0336,27.46,64.6,0
